experiment_id,initialization_timestamp,artifact_time_stamp,running_status,start_time,stop_time,excution_time,message,experiment_file_path,accuracy,is_model_accepted,created_time_stamp
dcbef336-5bac-41d7-a63d-9cff6a4cd479,2023-06-17-17-21-26,2023-06-17-17-21-26,True,2023-06-17 17:22:08.627518,,,Training pipeline has been started.,experiment.csv,,,2023-06-17 17:22:08.656515
dcbef336-5bac-41d7-a63d-9cff6a4cd479,2023-06-17-17-21-26,2023-06-17-17-21-26,False,2023-06-17 17:22:08.627518,2023-06-17 17:52:24.960881,0 days 00:30:16.333363,Pipeline has been completed.,experiment.csv,0.8939740513169379,True,2023-06-17 17:52:24.961877
